px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.99562	-6.8242	-2.76134	-2.58847	-0.417638	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0
7.20367	-6.61289	-2.723	-2.54873	-0.286569	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	10.2142
7.20367	-6.61289	-2.723	-2.54873	-0.286569	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0
7.494	-6.50846	-2.75796	-2.65423	-0.400655	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	7.81092
7.494	-6.50846	-2.75796	-2.65423	-0.400655	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0
7.72755	-6.36463	-2.72994	-2.67021	-0.36048	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	1.24861
7.72755	-6.36463	-2.72994	-2.67021	-0.36048	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0
7.97978	-6.22422	-2.70625	-2.6867	-0.323766	8.03231	-6.28406	8	-6.25	2.72931	1.81954	1.06653
7.97978	-6.22422	-2.70625	-2.6867	-0.323766	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0
8.19015	-6.04087	-2.66838	-2.64042	-0.206226	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	8.79392
8.19015	-6.04087	-2.66838	-2.64042	-0.206226	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0
8.47063	-5.92327	-2.71301	-2.69833	-0.263685	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.96618
8.47063	-5.92327	-2.71301	-2.69833	-0.263685	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0
8.69375	-5.73349	-2.66797	-2.64054	-0.137598	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	10.1468
8.69375	-5.73349	-2.66797	-2.64054	-0.137598	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0
8.91144	-5.55697	-2.64215	-2.5937	-0.0480618	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	4.94208
8.91144	-5.55697	-2.64215	-2.5937	-0.0480618	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0
9.17939	-5.4286	-2.68784	-2.64443	-0.12077	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	4.47573
9.17939	-5.4286	-2.68784	-2.64443	-0.12077	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0
9.38737	-5.23082	-2.63711	-2.57468	-0.000713369	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	9.37605
9.38737	-5.23082	-2.63711	-2.57468	-0.000713369	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0
9.60131	-5.04906	-2.59988	-2.52256	0.0785149	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	4.4199
9.60131	-5.04906	-2.59988	-2.52256	0.0785149	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0
9.80795	-4.84221	-2.58403	-2.45709	0.159777	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	3.72595
9.80795	-4.84221	-2.58403	-2.45709	0.159777	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0
9.99757	-4.60618	-2.58197	-2.37445	0.24889	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	4.05102
9.99757	-4.60618	-2.58197	-2.37445	0.24889	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0
10.189	-4.35717	-2.6077	-2.30307	0.304279	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.86681
10.189	-4.35717	-2.6077	-2.30307	0.304279	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0
10.4233	-4.14312	-2.65829	-2.30755	0.243023	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	3.43574
10.4233	-4.14312	-2.65829	-2.30755	0.243023	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0
10.6268	-3.90054	-2.68998	-2.2718	0.250296	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.591218
10.6268	-3.90054	-2.68998	-2.2718	0.250296	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0
10.7584	-3.6228	-2.67331	-2.16122	0.368745	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	7.18096
10.7584	-3.6228	-2.67331	-2.16122	0.368745	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0
10.961	-3.39163	-2.71909	-2.17742	0.282234	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	5.32286
10.961	-3.39163	-2.71909	-2.17742	0.282234	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0
11.0726	-3.08764	-2.74132	-2.06541	0.394667	11.1178	-2.98807	11.1	-3	0.907725	2.72317	6.97824
11.0726	-3.08764	-2.74132	-2.06541	0.394667	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0
11.1925	-2.77903	-2.77157	-1.98777	0.438151	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	1.41576
11.1925	-2.77903	-2.77157	-1.98777	0.438151	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0
